Term	Mean	OrdinalClass	MajorityLabel	MajorityLabelRatio	NumberAnnotations	SetOfLabels
arteriolosclerosis	2.75	3	3	0.75	8	3,3,3,2,3,2,3,3
dread	2.75	3	3	0.875	8	3,3,1,3,3,3,3,3
irrepressibleness	2.75	3	3	0.75	4	3,2,3,3
intimidation	2.75	3	3	0.75	8	3,3,2,3,2,3,3,3
disgracefulness	2.75	3	3	0.75	4	2,3,3,3
defloration	2.75	3	3	0.75	8	2,2,3,3,3,3,3,3
unendurable	2.75	3	3	0.75	4	3,3,2,3
makesmemad	2.75	3	3	0.75	8	3,2,2,3,3,3,3,3
alzheimer	2.75	3	3	0.75	4	2,3,3,3
deathblow	2.75	3	3	0.75	8	3,2,2,3,3,3,3,3
gunfire	2.75	3	3	0.75	8	3,3,2,2,3,3,3,3
tornado	2.75	3	3	0.75	8	3,2,2,3,3,3,3,3
foreboder	2.75	3	3	0.75	4	3,3,2,3
convulsiveness	2.75	3	3	0.75	4	3,2,3,3
unmentionable	2.75	3	3	0.75	4	2,3,3,3
wretchedness	2.75	3	3	0.875	8	1,3,3,3,3,3,3,3
torturous	2.75	3	3	0.75	8	2,3,2,3,3,3,3,3
overhunt	2.75	3	3	0.75	4	3,3,3,2
assassinate	2.74	3	3	0.78	50	3,3,3,3,2,1,3,3,2,1,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2
calamity	2.73	3	3	0.733333333333333	15	2,3,3,3,3,3,3,2,3,3,3,2,3,3,2
hopelessness	2.73	3	3	0.8	15	3,2,3,3,3,3,3,3,3,3,3,3,3,1,2
terrorist	2.73	3	3	0.761904761904762	84	3,3,3,3,2,3,2,2,3,1,3,3,3,2,1,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,2,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,1,3,3
cruelty	2.73	3	3	0.8	15	1,3,3,2,3,3,3,3,3,3,3,2,3,3,3
childloss	2.73	3	3	0.727272727272727	11	3,3,2,2,3,3,3,3,2,3,3
assassin	2.73	3	3	0.733333333333333	15	2,2,3,3,3,3,2,3,3,3,3,2,3,3,3
seasickness	2.73	3	3	0.727272727272727	11	3,3,3,3,3,3,2,3,2,2,3
castrator	2.73	3	3	0.733333333333333	15	2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
masochistic	2.71	3	3	0.714285714285714	7	2,2,3,3,3,3,3
madness	2.71	3	3	0.714285714285714	7	2,2,3,3,3,3,3
thuggery	2.71	3	3	0.714285714285714	7	2,2,3,3,3,3,3
suffocated	2.71	3	3	0.857142857142857	7	3,3,1,3,3,3,3
toomuchtodo	2.71	3	3	0.714285714285714	7	2,3,2,3,3,3,3
uncomforting	2.71	3	3	0.714285714285714	7	2,2,3,3,3,3,3
abhorrence	2.71	3	3	0.714285714285714	7	2,3,3,3,2,3,3
traitorous	2.71	3	3	0.857142857142857	7	1,3,3,3,3,3,3
penitentiary	2.71	3	3	0.714285714285714	7	3,2,2,3,3,3,3
selfharm	2.71	3	3	0.714285714285714	7	3,2,3,2,3,3,3
vengefulness	2.71	3	3	0.714285714285714	7	2,3,3,3,2,3,3
abominably	2.71	3	3	0.857142857142857	7	3,1,3,3,3,3,3
hypoxia	2.71	3	3	0.714285714285714	7	3,2,3,2,3,3,3
abducted	2.71	3	3	0.714285714285714	7	3,3,3,3,3,2,2
hemorrhage	2.71	3	3	0.764705882352941	17	3,3,2,3,3,3,3,3,3,3,3,1,2,3,2,3,3
insaneness	2.71	3	3	0.714285714285714	7	2,2,3,3,3,3,3
soannoyed	2.71	3	3	0.714285714285714	7	2,2,3,3,3,3,3
robbery	2.71	3	3	0.714285714285714	7	3,2,3,3,3,2,3
gruesomeness	2.71	3	3	0.714285714285714	7	2,3,3,3,3,2,3
hyperthyroidism	2.71	3	3	0.857142857142857	7	3,1,3,3,3,3,3
exasperated	2.71	3	3	0.714285714285714	7	3,2,3,3,2,3,3
draconically	2.71	3	3	0.857142857142857	7	3,1,3,3,3,3,3
hateeee	2.71	3	3	0.714285714285714	14	2,3,2,3,3,3,2,3,3,3,3,2,3,3
apocalyptical	2.71	3	3	0.714285714285714	7	2,2,3,3,3,3,3
flagellation	2.71	3	3	0.705882352941177	17	3,3,2,2,3,3,3,3,3,2,3,3,2,3,2,3,3
despot	2.71	3	3	0.714285714285714	7	2,2,3,3,3,3,3
exterminate	2.71	3	3	0.714285714285714	7	2,3,2,3,3,3,3
claustrophobic	2.71	3	3	0.714285714285714	7	2,2,3,3,3,3,3
feloniously	2.71	3	3	0.714285714285714	7	2,3,3,3,3,2,3
slain	2.71	3	3	0.714285714285714	7	2,2,3,3,3,3,3
repugnancy	2.71	3	3	0.714285714285714	7	2,2,3,3,3,3,3
putrefied	2.71	3	3	0.714285714285714	7	3,3,3,3,3,2,2
angst	2.71	3	3	0.714285714285714	7	2,2,3,3,3,3,3
wraithlike	2.71	3	3	0.714285714285714	7	2,2,3,3,3,3,3
horror	2.71	3	3	0.714285714285714	7	3,2,3,3,2,3,3
desolate	2.71	3	3	0.714285714285714	7	2,2,3,3,3,3,3
cadaverous	2.71	3	3	0.714285714285714	7	2,2,3,3,3,3,3
felonious	2.71	3	3	0.714285714285714	7	2,2,3,3,3,3,3
ruination	2.71	3	3	0.714285714285714	7	2,2,3,3,3,3,3
villainy	2.71	3	3	0.857142857142857	7	3,1,3,3,3,3,3
robbed	2.70	3	3	0.7	10	3,3,2,2,2,3,3,3,3,3
wildfire	2.70	3	3	0.7	10	2,3,2,2,3,3,3,3,3,3
calamitous	2.70	3	3	0.7	10	3,3,2,3,3,2,3,3,2,3
paralytic	2.70	3	3	0.7	10	2,2,3,3,3,3,3,3,2,3
apoplectic	2.70	3	3	0.7	10	3,2,2,2,3,3,3,3,3,3
torturer	2.70	3	3	0.8	10	1,3,3,3,3,3,3,3,3,2
repugnant	2.70	3	3	0.8	10	2,3,3,3,1,3,3,3,3,3
ravager	2.70	3	3	0.7	10	2,2,2,3,3,3,3,3,3,3
abyss	2.70	3	3	0.7	10	3,2,2,3,2,3,3,3,3,3
untrustworthiness	2.70	3	3	0.7	10	2,2,3,3,2,3,3,3,3,3
bomb	2.69	3	3	0.707692307692308	65	3,3,2,2,3,3,2,1,2,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,2,3,2,3,3,2,3,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3,3
electrocute	2.69	3	3	0.692307692307692	13	3,3,3,2,3,2,3,3,2,3,3,2,3
pestilence	2.69	3	3	0.765432098765432	81	3,3,3,3,3,1,3,2,3,1,3,3,3,3,3,2,3,3,2,3,2,3,2,3,1,3,2,1,3,3,3,3,3,2,3,3,3,3,3,1,3,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,1,3,3
slaughter	2.68	3	3	0.707692307692308	65	3,3,2,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,1,3,2,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,1,2,3,3,3,3,3,2,2,3,3,3,3
repercussions	2.67	3	3	0.666666666666667	6	2,3,2,3,3,3
aftershock	2.67	3	3	0.666666666666667	6	2,3,3,2,3,3
riotousness	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
advertiser	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
yeller	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
heartbreak	2.67	3	3	0.75	12	3,2,3,3,3,1,3,2,3,3,3,3
disrupt	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
bearbaiting	2.67	3	3	0.833333333333333	6	3,1,3,3,3,3
leggy	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
teamjesus	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
crossfire	2.67	3	3	0.666666666666667	6	2,2,3,3,3,3
dogfight	2.67	3	3	0.666666666666667	6	2,3,3,2,3,3
sadistic	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
dildo	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
bombsite	2.67	3	3	0.733333333333333	15	1,3,3,3,3,2,3,3,3,3,3,2,3,3,2
hyperventilation	2.67	3	3	0.666666666666667	6	2,3,3,2,3,3
asshole	2.67	3	3	0.666666666666667	9	3,2,2,2,3,3,3,3,3
hellishness	2.67	3	3	0.666666666666667	6	2,3,2,3,3,3
heartlessness	2.67	3	3	0.666666666666667	6	3,2,3,3,2,3
makesmehappy	2.67	3	3	0.833333333333333	6	3,1,3,3,3,3
defenselessness	2.67	3	3	0.666666666666667	6	2,2,3,3,3,3
obliterator	2.67	3	3	0.666666666666667	6	2,2,3,3,3,3
trapdoor	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
cavalryman	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
skinning	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
unappeased	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
nervouswreck	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
ranting	2.67	3	3	0.666666666666667	6	2,2,3,3,3,3
acrimoniously	2.67	3	3	0.833333333333333	6	3,3,3,3,3,1
misogynist	2.67	3	3	0.666666666666667	6	2,2,3,3,3,3
vilely	2.67	3	3	0.666666666666667	6	2,3,3,3,3,2
scarily	2.67	3	3	0.666666666666667	6	2,2,3,3,3,3
atrocities	2.67	3	3	0.666666666666667	6	3,2,2,3,3,3
gutlessness	2.67	3	3	0.777777777777778	9	2,1,3,3,3,3,3,3,3
yikes	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
nonsuccess	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
gunplay	2.67	3	3	0.666666666666667	9	2,2,2,3,3,3,3,3,3
quicksand	2.67	3	3	0.666666666666667	6	3,3,2,2,3,3
dreadful	2.67	3	3	0.666666666666667	9	2,2,3,2,3,3,3,3,3
nigger	2.67	3	3	0.75	12	3,3,3,3,3,3,1,2,3,3,2,3
gunpoint	2.67	3	3	0.666666666666667	9	2,3,3,3,3,2,3,2,3
crummiest	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
deranged	2.67	3	3	0.722222222222222	18	3,3,2,3,2,3,3,3,3,1,3,3,3,2,3,2,3,3
megaton	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
weirdly	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
lethal	2.67	3	3	0.666666666666667	9	3,2,3,2,2,3,3,3,3
vampirism	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
necrophilia	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
bereave	2.67	3	3	0.666666666666667	9	2,2,2,3,3,3,3,3,3
snobbish	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
antisemitism	2.67	3	3	0.666666666666667	6	3,3,2,3,2,3
emaciation	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
schizophrenia	2.67	3	3	0.666666666666667	9	3,3,3,2,2,3,3,3,2
harasser	2.67	3	3	0.666666666666667	6	2,3,2,3,3,3
warmonger	2.67	3	3	0.666666666666667	9	3,2,3,2,2,3,3,3,3
batterer	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
shellshock	2.67	3	3	0.666666666666667	9	3,3,2,2,3,3,3,2,3
implode	2.67	3	3	0.777777777777778	9	1,3,3,2,3,3,3,3,3
frightfulness	2.67	3	3	0.666666666666667	9	3,2,2,2,3,3,3,3,3
cyberbullying	2.67	3	3	0.666666666666667	9	3,3,2,2,2,3,3,3,3
bitchiness	2.67	3	3	0.666666666666667	6	2,3,3,2,3,3
toothache	2.67	3	3	0.666666666666667	9	2,3,3,3,3,3,2,2,3
stabbing	2.67	3	3	0.666666666666667	9	2,2,3,3,3,2,3,3,3
incompetence	2.67	3	3	0.666666666666667	9	2,3,2,2,3,3,3,3,3
scariness	2.67	3	3	0.666666666666667	9	3,3,2,2,2,3,3,3,3
eyeless	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
miscarry	2.67	3	3	0.666666666666667	6	2,2,3,3,3,3
daredevil	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
incurability	2.67	3	3	0.666666666666667	9	2,2,3,2,3,3,3,3,3
fervidly	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
doom	2.67	3	3	0.755555555555556	90	2,2,2,3,3,1,3,1,3,3,2,2,2,3,2,3,3,3,3,2,3,2,2,3,1,3,3,1,3,3,3,3,1,3,2,3,2,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1
pathogenic	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
maltreat	2.67	3	3	0.666666666666667	9	2,3,3,2,2,3,3,3,3
topless	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
cannibalism	2.67	3	3	0.725	80	3,3,3,3,3,2,3,3,2,3,3,1,2,2,3,2,1,3,3,3,3,2,2,3,3,3,3,3,3,3,2,3,2,3,3,2,2,2,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,1,3,3,3,1,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
nitroglycerin	2.67	3	3	0.666666666666667	9	3,2,3,2,2,3,3,3,3
scarier	2.67	3	3	0.666666666666667	6	3,2,3,3,2,3
unprintable	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
agitatedly	2.67	3	3	0.666666666666667	6	2,3,3,3,2,3
oppressed	2.67	3	3	0.666666666666667	6	2,3,3,3,2,3
viscerally	2.67	3	3	0.666666666666667	6	2,2,3,3,3,3
incarcerated	2.67	3	3	0.777777777777778	9	3,2,3,3,3,1,3,3,3
disbarment	2.67	3	3	0.666666666666667	9	2,2,2,3,3,3,3,3,3
unsupportable	2.67	3	3	0.666666666666667	6	2,3,3,3,3,2
deceit	2.67	3	3	0.666666666666667	9	2,3,2,2,3,3,3,3,3
insatiable	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
imprisoned	2.67	3	3	0.666666666666667	9	3,2,2,3,2,3,3,3,3
amputation	2.67	3	3	0.722222222222222	18	2,2,3,1,3,3,2,3,3,3,3,3,3,2,3,3,3,3
antipathetically	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
infarct	2.67	3	3	0.666666666666667	9	2,2,2,3,3,3,3,3,3
emblaze	2.67	3	3	0.666666666666667	9	2,2,2,3,3,3,3,3,3
malignant	2.67	3	3	0.777777777777778	9	3,3,1,2,3,3,3,3,3
baneful	2.67	3	3	0.75	12	1,2,3,3,3,3,3,3,3,3,3,2
toxin	2.67	3	3	0.666666666666667	9	2,3,2,2,3,3,3,3,3
afflictive	2.67	3	3	0.666666666666667	6	2,3,2,3,3,3
panicattack	2.67	3	3	0.666666666666667	6	3,2,2,3,3,3
skyrocket	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
micromanipulation	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
bloodshot	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
uproot	2.67	3	3	0.666666666666667	6	2,3,3,3,2,3
fuck	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
hostilely	2.67	3	3	0.666666666666667	6	2,3,2,3,3,3
slammer	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
electrocution	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
bastardly	2.67	3	3	0.666666666666667	6	2,3,3,2,3,3
vivisectionist	2.67	3	3	0.666666666666667	9	2,3,2,2,3,3,3,3,3
distressfully	2.67	3	3	0.666666666666667	6	2,3,3,3,2,3
sinisterly	2.67	3	3	0.777777777777778	9	3,1,2,3,3,3,3,3,3
bilious	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
werewolf	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
plunderer	2.67	3	3	0.666666666666667	6	2,2,3,3,3,3
aerophobia	2.67	3	3	0.666666666666667	6	3,2,2,3,3,3
zoophobia	2.67	3	3	0.75	12	3,3,3,3,3,3,3,1,2,3,2,3
persecuted	2.67	3	3	0.666666666666667	9	2,2,3,2,3,3,3,3,3
cannibal	2.67	3	3	0.777777777777778	9	2,3,3,1,3,3,3,3,3
defenselessly	2.67	3	3	0.666666666666667	6	3,3,3,2,3,2
fucker	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
intolerably	2.67	3	3	0.75	12	2,3,3,2,3,3,3,3,3,1,3,3
totalitarian	2.67	3	3	0.666666666666667	6	2,2,3,3,3,3
lynch	2.67	3	3	0.733333333333333	15	3,3,1,2,3,3,2,3,3,2,3,3,3,3,3
vivisection	2.67	3	3	0.666666666666667	9	3,3,3,3,2,3,2,2,3
pow	2.67	3	3	0.833333333333333	6	1,3,3,3,3,3
malignance	2.67	3	3	0.666666666666667	6	3,3,2,3,3,2
ghastly	2.67	3	3	0.666666666666667	9	2,3,2,3,3,3,3,2,3
repulsive	2.67	3	3	0.666666666666667	6	2,3,3,2,3,3
murderousness	2.67	3	3	0.666666666666667	6	3,3,3,3,2,2
implosion	2.67	3	3	0.666666666666667	6	2,2,3,3,3,3
frightened	2.66	3	3	0.670731707317073	82	2,3,2,1,3,2,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,2,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3,2,2,3,3,2,3,2,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,2,3,2,3,2,3,3,3,3,2
lymphoma	2.64	3	3	0.642857142857143	14	3,3,2,3,3,3,3,3,2,2,3,2,2,3
danger	2.64	3	3	0.642857142857143	14	2,2,2,3,3,3,3,2,2,3,3,3,3,3
backstab	2.64	3	3	0.636363636363636	11	2,3,2,2,3,3,3,3,2,3,3
bedlam	2.64	3	3	0.636363636363636	11	2,3,2,2,3,3,3,3,3,3,2
horridness	2.64	3	3	0.642857142857143	14	2,3,3,3,3,2,3,3,2,2,3,2,3,3
twat	2.64	3	3	0.714285714285714	14	2,3,3,3,1,3,3,2,3,3,2,3,3,3
insupportable	2.62	3	3	0.625	8	3,2,2,3,3,2,3,3
fearsomely	2.62	3	3	0.625	8	2,2,2,3,3,3,3,3
suffocating	2.62	3	3	0.625	8	3,3,3,3,2,2,2,3
airsickness	2.62	3	3	0.625	8	2,2,3,3,3,3,3,2
maim	2.62	3	3	0.615384615384615	13	3,2,2,3,3,3,2,3,2,3,2,3,3
enrage	2.62	3	3	0.615384615384615	13	2,2,3,3,3,2,3,2,3,2,3,3,3
psychopathic	2.62	3	3	0.625	8	3,3,2,3,2,3,2,3
incestuous	2.62	3	3	0.625	8	2,3,2,2,3,3,3,3
extortion	2.62	3	3	0.625	8	2,3,3,2,2,3,3,3
venom	2.62	3	3	0.625	8	3,2,2,2,3,3,3,3
despotism	2.62	3	3	0.625	8	2,2,2,3,3,3,3,3
rampancy	2.62	3	3	0.75	8	1,3,3,3,3,2,3,3
atrociously	2.62	3	3	0.625	8	3,2,2,3,2,3,3,3
bloodcurdling	2.62	3	3	0.75	8	3,1,3,3,2,3,3,3
cancerous	2.62	3	3	0.625	8	3,2,2,3,2,3,3,3
cunt	2.62	3	3	0.75	8	3,3,3,3,3,3,1,2
frantically	2.62	3	3	0.625	8	3,2,2,2,3,3,3,3
vendetta	2.62	3	3	0.625	8	2,2,2,3,3,3,3,3
appalling	2.62	3	3	0.75	8	2,3,1,3,3,3,3,3
castrate	2.62	3	3	0.625	16	3,3,2,3,3,2,3,2,3,2,3,3,2,3,3,2
twitching	2.62	3	3	0.625	8	2,2,2,3,3,3,3,3
warhead	2.62	3	3	0.625	8	3,2,3,3,3,3,2,2
meltdown	2.62	3	3	0.625	8	2,3,3,3,3,2,2,3
scary	2.62	3	3	0.625	8	2,2,3,3,3,3,3,2
irate	2.62	3	3	0.75	8	2,3,3,1,3,3,3,3
xenophobic	2.62	3	3	0.615384615384615	13	2,3,2,2,3,3,2,3,3,3,3,3,2
arthrosclerosis	2.62	3	3	0.625	8	3,2,2,2,3,3,3,3
bloodbath	2.62	3	3	0.625	8	2,2,2,3,3,3,3,3
antievolution	2.62	3	3	0.75	8	3,3,3,1,3,3,3,2
haunted	2.62	3	3	0.625	8	2,2,2,3,3,3,3,3
appalled	2.62	3	3	0.625	8	2,3,2,3,3,2,3,3
disturbing	2.62	3	3	0.615384615384615	13	2,3,3,3,3,2,3,2,2,2,3,3,3
poltergeist	2.62	3	3	0.625	8	2,3,2,3,2,3,3,3
grieve	2.62	3	3	0.625	8	2,3,2,3,3,2,3,3
maniac	2.62	3	3	0.625	8	2,2,2,3,3,3,3,3
wrath	2.62	3	3	0.625	8	3,2,2,2,3,3,3,3
assaulter	2.62	3	3	0.625	8	2,2,3,2,3,3,3,3
purgatory	2.62	3	3	0.625	8	3,3,3,2,2,2,3,3
fearfulness	2.61	3	3	0.611111111111111	18	2,3,3,2,3,2,3,2,3,2,3,3,3,3,2,2,3,3
hellish	2.61	3	3	0.666666666666667	18	2,2,1,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3
fright	2.61	3	3	0.669724770642202	109	3,2,3,3,2,1,2,1,1,2,3,3,1,3,3,2,3,2,3,3,3,3,2,3,3,3,2,3,1,3,3,2,3,3,3,3,3,2,3,2,3,3,2,3,3,2,3,1,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,2,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,2,3,3,2,3,3,3,3,2,3,2,2,3,3,3,2,2,3,3,3
inhumanity	2.61	3	3	0.722222222222222	18	3,3,3,2,3,3,3,3,3,3,1,3,2,3,3,2,1,3
woozy	2.60	3	3	0.8	5	1,3,3,3,3
dreadfulness	2.60	3	3	0.6	5	3,3,2,2,3
chainsaw	2.60	3	3	0.6	5	3,2,3,2,3
infeasibility	2.60	3	3	0.6	5	3,3,2,3,2
aghast	2.60	3	3	0.7	10	3,1,3,3,2,3,3,2,3,3
evisceration	2.60	3	3	0.6	5	3,3,2,3,2
abasement	2.60	3	3	0.6	5	2,3,3,2,3
concussion	2.60	3	3	0.6	10	2,2,2,2,3,3,3,3,3,3
revolutionist	2.60	3	3	0.8	5	1,3,3,3,3
assassinator	2.60	3	3	0.6	5	3,2,3,3,2
manhunt	2.60	3	3	0.8	5	3,3,3,3,1
overstimulation	2.60	3	3	0.6	5	2,3,3,2,3
impolitely	2.60	3	3	0.8	5	1,3,3,3,3
carjack	2.60	3	3	0.6	5	2,3,3,2,3
pseudoscientific	2.60	3	3	0.8	5	3,1,3,3,3
sunstroke	2.60	3	3	0.6	10	2,2,2,3,2,3,3,3,3,3
larvae	2.60	3	3	0.8	5	3,1,3,3,3
dontmesswithme	2.60	3	3	0.7	10	2,3,2,1,3,3,3,3,3,3
hollowness	2.60	3	3	0.8	5	1,3,3,3,3
effyou	2.60	3	3	0.6	5	2,2,3,3,3
hurtle	2.60	3	3	0.8	5	3,1,3,3,3
sickroom	2.60	3	3	0.8	5	1,3,3,3,3
werewolves	2.60	3	3	0.6	5	2,3,3,3,2
barroom	2.60	3	3	0.8	5	3,3,3,1,3
humiliated	2.60	3	3	0.7	10	2,3,3,2,1,3,3,3,3,3
catastrophe	2.60	3	3	0.6	5	3,3,2,2,3
nohope	2.60	3	3	0.6	5	3,3,2,2,3
fuckin	2.60	3	3	0.8	5	1,3,3,3,3
unsympathetically	2.60	3	3	0.8	5	1,3,3,3,3
adrenalin	2.60	3	3	0.6	5	2,3,2,3,3
unceremoniously	2.60	3	3	0.8	5	3,3,1,3,3
unnerve	2.60	3	3	0.6	5	2,3,2,3,3
ensnarer	2.60	3	3	0.6	5	2,3,3,3,2
unfriendliness	2.60	3	3	0.8	5	1,3,3,3,3
isolative	2.60	3	3	0.8	5	1,3,3,3,3
rabidity	2.60	3	3	0.6	10	2,3,2,2,2,3,3,3,3,3
heatwave	2.60	3	3	0.8	5	1,3,3,3,3
genitalia	2.60	3	3	0.8	5	1,3,3,3,3
psychopathy	2.60	3	3	0.6	10	2,3,3,3,3,3,2,3,2,2
wracking	2.60	3	3	0.8	5	3,3,3,3,1
apocalyptically	2.60	3	3	0.6	5	3,3,3,2,2
insatiableness	2.60	3	3	0.8	5	3,3,1,3,3
suspiciousness	2.60	3	3	0.6	5	2,3,3,3,2
serfdom	2.60	3	3	0.8	5	3,3,3,3,1
sabotaged	2.60	3	3	0.8	5	1,3,3,3,3
shirk	2.60	3	3	0.8	5	3,1,3,3,3
jerker	2.60	3	3	0.8	5	3,1,3,3,3
overconsumption	2.60	3	3	0.8	5	1,3,3,3,3
vitriol	2.60	3	3	0.6	5	2,2,3,3,3
fanatically	2.60	3	3	0.8	5	3,1,3,3,3
inopportune	2.60	3	3	0.8	5	1,3,3,3,3
vindication	2.60	3	3	0.8	5	3,3,1,3,3
deathlike	2.60	3	3	0.6	10	2,2,2,3,3,3,3,2,3,3
stillbirth	2.60	3	3	0.8	5	3,3,3,1,3
rabid	2.60	3	3	0.6	15	2,2,3,2,3,2,3,3,3,2,3,3,3,3,2
wretchedly	2.60	3	3	0.8	5	3,3,1,3,3
desolateness	2.60	3	3	0.6	15	2,2,3,2,2,2,3,3,3,2,3,3,3,3,3
ulcerated	2.60	3	3	0.6	10	3,2,2,2,2,3,3,3,3,3
dereliction	2.60	3	3	0.8	5	1,3,3,3,3
tempestuousness	2.60	3	3	0.6	5	2,2,3,3,3
catastrophically	2.60	3	3	0.6	10	3,2,2,2,2,3,3,3,3,3
fidgety	2.60	3	3	0.6	5	2,3,2,3,3
pariah	2.60	3	3	0.8	5	1,3,3,3,3
unexploded	2.60	3	3	0.6	5	2,2,3,3,3
godlessness	2.60	3	3	0.8	5	3,3,3,3,1
homicidally	2.60	3	3	0.6	5	2,2,3,3,3
boneshaker	2.60	3	3	0.8	5	1,3,3,3,3
corrosiveness	2.60	3	3	0.8	5	1,3,3,3,3
seismologist	2.60	3	3	0.8	5	3,3,1,3,3
behead	2.60	3	3	0.6	5	2,3,3,2,3
addictiveness	2.60	3	3	0.8	5	1,3,3,3,3
barbwire	2.60	3	3	0.6	5	3,3,2,3,2
mayday	2.60	3	3	0.8	5	3,1,3,3,3
ruffled	2.60	3	3	0.8	5	3,3,1,3,3
abhorring	2.60	3	3	0.6	5	2,2,3,3,3
inquisitionist	2.60	3	3	0.6	5	2,2,3,3,3
heil	2.60	3	3	0.6	5	2,3,3,3,2
phantasm	2.60	3	3	0.6	5	3,3,2,3,2
perniciousness	2.60	3	3	0.6	5	2,3,3,2,3
stranglehold	2.60	3	3	0.6	5	2,3,3,2,3
seasick	2.60	3	3	0.8	5	3,3,3,3,1
megalomaniac	2.60	3	3	0.6	10	2,2,2,3,3,3,2,3,3,3
unpalatable	2.60	3	3	0.8	5	1,3,3,3,3
epidural	2.60	3	3	0.8	5	1,3,3,3,3
waitinggame	2.60	3	3	0.8	5	1,3,3,3,3
forsakenness	2.60	3	3	0.8	5	3,3,3,1,3
lockjaw	2.60	3	3	0.6	5	3,2,2,3,3
neuroses	2.60	3	3	0.6	5	2,3,3,3,2
backbreaker	2.60	3	3	0.8	5	1,3,3,3,3
disorganize	2.60	3	3	0.6	5	2,3,3,3,2
addict	2.60	3	3	0.8	5	1,3,3,3,3
nightmares	2.60	3	3	0.6	10	2,3,2,3,3,2,2,3,3,3
